driver,team,grid_position,fp3_lap_delta_s,fp3_s1_delta_s,fp3_s2_delta_s,fp3_s3_delta_s,fp3_speed_max,fp3_num_laps,fp2_lap_delta_s,fp2_s1_delta_s,fp2_s2_delta_s,fp2_s3_delta_s,fp2_speed_max,fp2_num_laps,fp1_lap_delta_s,fp1_s1_delta_s,fp1_s2_delta_s,fp1_s3_delta_s,fp1_speed_max,fp1_num_laps,fp3_teammate_delta_s,driver_points,driver_championship_pos,constructor_points,constructor_championship_pos,avg_finish_last_n,dnf_rate_last_n,is_street_circuit,year,round,circuit_name
TSU,RB F1 Team,10.0,0.6460000000000008,0.11299999999999955,0.44599999999999795,0.21300000000000097,304.0,5.0,1.8179999999999978,0.34800000000000253,0.48600000000000065,0.1789999999999985,301.0,5.0,0.5470000000000113,0.3049999999999997,0.3100000000000023,0.047999999999998266,299.0,14.0,0.09199999999999875,20.0,12,31.0,6,14.333333333333334,0.0,0,2024,13,Hungaroring
HUL,Haas F1 Team,11.0,0.597999999999999,0.0,0.49799999999999756,0.2259999999999991,308.0,4.0,1.0030000000000001,0.1490000000000009,0.5700000000000003,0.34499999999999886,306.0,15.0,0.5740000000000123,0.33399999999999963,0.3550000000000004,0.17999999999999972,302.0,16.0,0.0,22.0,11,27.0,7,7.666666666666667,0.0,0,2024,13,Hungaroring
BOT,Kick Sauber,12.0,0.7060000000000031,0.1490000000000009,0.546999999999997,0.13599999999999923,303.0,9.0,0.7980000000000018,0.125,0.2259999999999991,0.07199999999999918,306.0,15.0,1.0910000000000082,0.33399999999999963,0.5870000000000033,0.054999999999999716,300.0,21.0,0.0,0.0,21,0.0,10,15.666666666666666,0.0,0,2024,13,Hungaroring
ALB,Williams,13.0,0.5630000000000024,0.21399999999999864,0.30299999999999727,0.1720000000000006,304.0,5.0,0.7259999999999991,0.2630000000000017,0.2889999999999979,0.2729999999999997,305.0,14.0,1.081000000000003,0.4029999999999987,0.4969999999999999,0.31599999999999895,301.0,12.0,0.0,4.0,17,4.0,9,14.0,0.0,0,2024,13,Hungaroring
SAR,Williams,14.0,1.0700000000000074,0.2759999999999998,0.48999999999999844,0.4299999999999997,305.0,5.0,0.8230000000000075,0.22600000000000264,0.4009999999999998,0.21099999999999852,306.0,13.0,1.1720000000000113,0.39199999999999946,0.625,0.21099999999999852,302.0,15.0,0.507000000000005,0.0,20,4.0,9,16.666666666666668,0.0,0,2024,13,Hungaroring
MAG,Haas F1 Team,15.0,1.409000000000006,0.0519999999999996,0.8349999999999973,0.5449999999999982,310.0,6.0,0.527000000000001,0.17800000000000082,0.31799999999999784,0.15899999999999892,309.0,16.0,1.5820000000000078,0.6260000000000012,0.6910000000000025,0.3999999999999986,299.0,15.0,0.811000000000007,5.0,16,27.0,7,12.333333333333334,0.0,0,2024,13,Hungaroring
PER,Red Bull,16.0,0.8559999999999945,0.11400000000000077,0.5019999999999989,0.36599999999999966,308.0,14.0,0.46699999999999875,0.24600000000000222,0.3490000000000002,0.0,305.0,12.0,0.7270000000000039,0.17299999999999827,0.3860000000000028,0.17999999999999972,303.0,8.0,0.5749999999999886,118.0,6,373.0,1,10.666666666666666,0.0,0,2024,13,Hungaroring
RUS,Mercedes,17.0,0.465999999999994,0.21999999999999886,0.1980000000000004,0.10899999999999821,307.0,5.0,0.5060000000000002,0.35100000000000264,0.1479999999999997,0.134999999999998,309.0,11.0,0.4240000000000066,0.28999999999999915,0.25900000000000034,0.00999999999999801,303.0,17.0,0.0,111.0,7,221.0,4,8.0,0.3333333333333333,0,2024,13,Hungaroring
ZHO,Kick Sauber,18.0,1.1929999999999978,0.17999999999999972,0.7319999999999993,0.40700000000000003,305.0,4.0,2.2789999999999964,0.8180000000000014,1.1879999999999988,0.2680000000000007,301.0,17.0,0.46700000000001296,0.2749999999999986,0.2950000000000017,0.03200000000000003,301.0,11.0,0.48699999999999477,0.0,19,0.0,10,16.0,0.0,0,2024,13,Hungaroring
OCO,Alpine F1 Team,19.0,1.4770000000000039,0.10099999999999909,0.7629999999999981,0.46699999999999875,306.0,8.0,0.9660000000000082,0.3960000000000008,0.4239999999999995,0.2699999999999996,300.0,15.0,1.3100000000000023,0.6660000000000004,0.5430000000000028,0.23600000000000065,303.0,19.0,0.07600000000000762,3.0,18,9.0,8,12.666666666666666,0.0,0,2024,13,Hungaroring
GAS,Alpine F1 Team,20.0,1.4009999999999962,0.2680000000000007,0.8079999999999998,0.4510000000000005,301.0,5.0,1.1000000000000085,0.2740000000000009,0.49799999999999756,0.352999999999998,303.0,14.0,1.2630000000000052,0.3550000000000004,0.6360000000000028,0.3520000000000003,302.0,18.0,0.0,6.0,15,9.0,8,13.0,0.0,0,2024,13,Hungaroring
VER,Red Bull,1.0,0.0,0.006999999999997897,0.0,0.4039999999999999,281.0,2.0,0.21699999999999875,0.16300000000000026,0.12200000000000699,0.04600000000000293,313.0,16.0,0.0,0.42900000000000205,0.0,0.13299999999999912,309.0,13.0,0.0,265.0,1,389.0,1,4.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
LEC,Ferrari,2.0,4.4680000000000035,0.9299999999999997,2.2120000000000033,1.4370000000000012,272.0,2.0,0.5769999999999982,0.02500000000000213,0.3620000000000019,0.3100000000000023,312.0,12.0,0.9339999999999975,0.38300000000000267,0.7370000000000019,0.4480000000000004,309.0,15.0,0.0,162.0,3,322.0,3,9.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
PER,Red Bull,3.0,5.537999999999997,1.756999999999998,2.503,1.6890000000000036,258.0,1.0,1.2439999999999998,0.3240000000000016,0.7430000000000021,0.2970000000000006,310.0,15.0,0.9569999999999936,0.4510000000000005,0.8490000000000038,0.29100000000000037,305.0,11.0,5.537999999999997,124.0,7,389.0,1,10.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
HAM,Mercedes,4.0,5.186000000000007,0.7089999999999961,2.7989999999999995,2.089000000000002,275.0,1.0,1.2590000000000003,0.3730000000000011,0.5960000000000036,0.21300000000000097,310.0,16.0,0.9069999999999965,0.240000000000002,1.0900000000000034,0.21099999999999852,313.0,10.0,0.0,125.0,6,241.0,4,2.6666666666666665,0.0,0,2024,14,Circuit de Spa-Francorchamps
NOR,McLaren,5.0,1.8070000000000022,0.6689999999999969,0.47400000000000375,1.0749999999999993,263.0,2.0,0.0,0.120000000000001,0.0,0.0,314.0,9.0,1.0430000000000064,0.31099999999999994,1.320999999999998,0.04499999999999815,314.0,13.0,0.3739999999999952,189.0,2,338.0,2,8.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
PIA,McLaren,6.0,1.433000000000007,0.367999999999995,0.6950000000000003,0.0,290.0,2.0,0.2149999999999892,0.08100000000000307,0.1670000000000016,0.0870000000000033,312.0,15.0,0.5310000000000059,0.2699999999999996,0.6289999999999978,0.003999999999997783,313.0,16.0,0.0,149.0,5,338.0,2,2.3333333333333335,0.0,0,2024,14,Circuit de Spa-Francorchamps
RUS,Mercedes,7.0,5.186000000000007,0.7639999999999958,2.503,1.6890000000000036,272.0,2.0,1.0300000000000011,0.19400000000000261,0.6760000000000019,0.28000000000000114,312.0,15.0,0.8529999999999944,0.19700000000000273,0.8890000000000029,0.2569999999999979,308.0,11.0,0.0,116.0,8,241.0,4,9.333333333333334,0.3333333333333333,0,2024,14,Circuit de Spa-Francorchamps
SAI,Ferrari,8.0,5.186000000000007,0.7639999999999958,2.503,1.6890000000000036,272.0,2.0,0.8379999999999939,0.15800000000000125,0.5600000000000023,0.17600000000000193,311.0,13.0,1.2019999999999982,0.6230000000000011,0.7730000000000032,0.4399999999999977,311.0,15.0,0.0,154.0,4,322.0,3,4.666666666666667,0.0,0,2024,14,Circuit de Spa-Francorchamps
ALO,Aston Martin,9.0,6.506,0.9839999999999947,2.899000000000001,3.0340000000000025,273.0,2.0,1.2779999999999916,0.21000000000000085,0.9850000000000065,0.142000000000003,313.0,13.0,1.5490000000000066,0.3730000000000011,1.0519999999999996,0.27199999999999847,308.0,9.0,2.033999999999992,45.0,9,69.0,5,12.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
OCO,Alpine F1 Team,10.0,3.6850000000000023,0.2010000000000005,1.267000000000003,1.1900000000000013,268.0,3.0,1.1409999999999911,0.017000000000003013,1.1980000000000004,0.04600000000000293,315.0,13.0,1.3269999999999982,0.3760000000000012,1.2190000000000012,0.27199999999999847,310.0,11.0,2.075000000000003,3.0,18,9.0,8,15.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
ALB,Williams,11.0,5.878,1.3200000000000003,2.8100000000000023,2.1590000000000025,247.0,1.0,1.6319999999999908,0.1750000000000007,1.2710000000000008,0.12100000000000222,313.0,13.0,0.7270000000000039,0.0,1.360999999999997,0.0,312.0,12.0,0.0,4.0,17,4.0,9,12.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
GAS,Alpine F1 Team,12.0,1.6099999999999994,0.0,1.443000000000005,0.5779999999999994,276.0,3.0,1.5689999999999884,0.05600000000000094,1.4500000000000028,0.18299999999999983,317.0,8.0,1.4609999999999985,0.5120000000000005,1.1210000000000022,0.4049999999999976,311.0,12.0,0.0,6.0,15,9.0,8,16.666666666666668,0.3333333333333333,0,2024,14,Circuit de Spa-Francorchamps
RIC,RB F1 Team,13.0,6.844999999999999,1.161999999999999,3.230000000000004,2.8640000000000008,255.0,2.0,1.5629999999999882,0.022999999999999687,1.5040000000000049,0.15600000000000236,313.0,9.0,1.578000000000003,0.01600000000000179,2.169000000000004,0.02699999999999747,314.0,12.0,0.0,11.0,13,33.0,6,11.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
BOT,Kick Sauber,14.0,4.927000000000007,0.705999999999996,2.932000000000002,1.4090000000000025,267.0,2.0,1.414999999999992,0.17400000000000304,1.2510000000000048,0.11000000000000298,313.0,15.0,1.7830000000000013,0.6400000000000006,1.3539999999999992,0.42299999999999827,305.0,10.0,0.0,0.0,21,0.0,10,15.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
STR,Aston Martin,15.0,4.472000000000008,0.7639999999999958,2.7929999999999993,0.7900000000000027,273.0,2.0,1.2719999999999914,0.11000000000000298,1.0460000000000065,0.23600000000000065,312.0,12.0,1.3269999999999982,0.4239999999999995,1.2190000000000012,0.2889999999999979,307.0,10.0,0.0,24.0,10,69.0,5,10.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
HUL,Haas F1 Team,16.0,6.474999999999994,1.3739999999999952,3.531000000000006,1.980999999999998,272.0,1.0,1.5859999999999985,0.0730000000000004,1.433000000000007,0.20000000000000284,315.0,13.0,2.272999999999996,0.3760000000000012,2.0630000000000024,0.46799999999999997,310.0,10.0,0.0,22.0,11,27.0,7,8.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
MAG,Haas F1 Team,17.0,5.186000000000007,0.7639999999999958,2.503,1.6890000000000036,272.0,2.0,1.2249999999999943,0.10600000000000165,1.0940000000000012,0.05900000000000105,312.0,13.0,2.4399999999999977,0.4660000000000011,2.102000000000004,0.26200000000000045,309.0,9.0,0.0,5.0,16,27.0,7,11.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
TSU,RB F1 Team,18.0,7.878999999999991,0.5019999999999953,0.9089999999999989,2.8520000000000003,272.0,3.0,2.087999999999994,0.0,1.9780000000000015,0.23000000000000043,314.0,14.0,2.191999999999993,0.03500000000000014,2.4849999999999994,0.14499999999999957,314.0,13.0,1.0339999999999918,22.0,12,33.0,6,11.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
SAR,Williams,19.0,9.655000000000001,1.3939999999999984,2.469000000000001,6.202999999999999,254.0,1.0,1.965999999999994,0.30700000000000216,1.480000000000004,0.29900000000000304,314.0,13.0,1.9390000000000072,0.06800000000000139,2.2250000000000014,0.2799999999999976,312.0,11.0,3.777000000000001,0.0,20,4.0,9,15.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
ZHO,Kick Sauber,20.0,9.544000000000011,1.303999999999995,5.657000000000004,2.9940000000000033,263.0,2.0,2.0420000000000016,0.142000000000003,1.656000000000006,0.277000000000001,313.0,14.0,2.6230000000000047,0.43400000000000105,2.2180000000000035,0.49599999999999866,306.0,11.0,4.617000000000004,0.0,19,0.0,10,18.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
NOR,McLaren,1.0,1.0759999999999934,0.8769999999999989,0.48400000000000176,0.06300000000000239,245.0,2.0,0.25900000000000034,0.053999999999998494,0.22299999999999898,0.15000000000000213,325.0,24.0,0.0,0.0,0.01600000000000179,0.0,322.0,9.0,0.0,199.0,2,366.0,2,3.3333333333333335,0.0,0,2024,15,Circuit Park Zandvoort
VER,Red Bull,2.0,4.048999999999992,2.0249999999999986,1.5180000000000007,0.8540000000000028,236.0,1.0,0.284000000000006,0.21099999999999852,0.19699999999999918,0.04400000000000048,327.0,23.0,0.2009999999999934,0.1479999999999997,0.0519999999999996,0.01699999999999946,330.0,9.0,0.0,277.0,1,408.0,1,3.6666666666666665,0.0,0,2024,15,Circuit Park Zandvoort
PIA,McLaren,3.0,1.5389999999999873,0.3689999999999998,0.0,0.28100000000000236,281.0,6.0,0.06100000000000705,0.13700000000000045,0.09199999999999875,0.0,325.0,24.0,0.9080000000000013,0.2970000000000006,0.3210000000000015,0.15800000000000125,324.0,8.0,0.46299999999999386,167.0,4,366.0,2,2.3333333333333335,0.0,0,2024,15,Circuit Park Zandvoort
RUS,Mercedes,4.0,3.6469999999999914,0.8990000000000009,1.5370000000000026,0.8160000000000025,256.0,3.0,0.0,0.07199999999999918,0.0,0.09600000000000009,327.0,18.0,0.8199999999999932,0.3719999999999999,0.15399999999999991,0.15800000000000125,326.0,11.0,0.0,116.0,8,266.0,4,15.666666666666666,0.6666666666666666,0,2024,15,Circuit Park Zandvoort
PER,Red Bull,5.0,2.160499999999992,1.0259999999999998,0.9145000000000021,0.5215000000000014,257.5,1.5,0.8790000000000049,0.16699999999999804,0.43700000000000117,0.4430000000000014,327.0,21.0,1.9569999999999936,0.929000000000002,0.46499999999999986,0.5790000000000006,297.0,5.0,0.0,131.0,7,408.0,1,10.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
LEC,Ferrari,6.0,3.846999999999994,1.6499999999999986,1.9830000000000005,0.5620000000000012,239.0,1.0,0.7409999999999997,0.259999999999998,0.4789999999999992,0.1700000000000017,324.0,23.0,1.9839999999999947,0.9220000000000006,0.6099999999999994,0.46799999999999997,321.0,7.0,1.5690000000000026,177.0,3,345.0,3,7.0,0.0,0,2024,15,Circuit Park Zandvoort
ALO,Aston Martin,7.0,1.1499999999999915,0.5530000000000008,0.554000000000002,0.3910000000000018,264.0,4.0,0.6550000000000011,0.245000000000001,0.3069999999999986,0.19700000000000273,325.0,22.0,2.144999999999996,0.6129999999999995,0.277000000000001,0.8450000000000024,320.0,9.0,0.0,49.0,9,73.0,5,9.0,0.0,0,2024,15,Circuit Park Zandvoort
STR,Aston Martin,8.0,1.6299999999999955,0.7119999999999997,0.6890000000000001,0.5770000000000017,273.0,3.0,0.8739999999999952,0.2270000000000003,0.4510000000000005,0.36400000000000077,326.0,23.0,1.8289999999999935,0.5970000000000013,0.4480000000000004,0.8000000000000007,320.0,7.0,0.480000000000004,24.0,10,73.0,5,9.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
GAS,Alpine F1 Team,9.0,0.0,0.0,0.3420000000000023,0.006000000000000227,282.0,1.0,0.9420000000000073,0.28500000000000014,0.4529999999999994,0.37200000000000344,325.0,27.0,9.713999999999999,3.5660000000000025,2.931000000000001,3.2330000000000005,277.0,2.0,0.0,6.0,15,11.0,8,17.666666666666668,0.3333333333333333,0,2024,15,Circuit Park Zandvoort
SAI,Ferrari,10.0,2.2779999999999916,1.1649999999999991,0.8520000000000003,0.6090000000000018,266.0,1.0,2.406000000000006,1.036999999999999,0.8629999999999995,0.5180000000000007,317.0,3.0,0.7519999999999953,0.34800000000000253,0.16499999999999915,0.254999999999999,306.0,8.0,0.0,162.0,5,345.0,3,5.666666666666667,0.0,0,2024,15,Circuit Park Zandvoort
ALB,Williams,10.0,3.695999999999998,1.7650000000000006,1.3350000000000009,0.9440000000000026,231.0,1.0,0.847999999999999,0.26399999999999935,0.4989999999999988,0.22500000000000142,324.0,23.0,0.8370000000000033,0.5570000000000022,0.053000000000000824,0.2430000000000021,321.0,8.0,0.7199999999999989,4.0,18,4.0,9,11.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
HAM,Mercedes,11.0,3.786999999999992,1.8419999999999987,1.5410000000000004,0.7520000000000024,232.0,1.0,0.1110000000000042,0.0,0.09299999999999997,0.18599999999999994,328.0,16.0,0.6839999999999975,0.1910000000000025,0.0,0.36299999999999955,326.0,8.0,0.14000000000000057,150.0,6,266.0,4,1.6666666666666667,0.0,0,2024,15,Circuit Park Zandvoort
TSU,RB F1 Team,12.0,2.160499999999992,1.0259999999999998,0.9145000000000021,0.5215000000000014,257.5,1.5,0.671999999999997,0.28699999999999903,0.3230000000000004,0.23000000000000043,324.0,25.0,2.0960000000000036,1.1069999999999993,0.3049999999999997,0.6999999999999993,318.0,7.0,0.0,22.0,12,34.0,6,11.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
HUL,Haas F1 Team,13.0,2.042999999999992,1.1529999999999987,0.9380000000000024,0.3000000000000007,234.0,1.0,2.5940000000000083,1.154,1.024000000000001,0.5440000000000005,322.0,6.0,1.2409999999999997,0.5839999999999996,0.2190000000000012,0.25,311.0,10.0,1.9039999999999964,22.0,11,27.0,7,12.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
MAG,Haas F1 Team,14.0,0.1389999999999958,0.009000000000000341,0.47800000000000153,0.0,259.0,4.0,0.7280000000000086,0.18900000000000006,0.3930000000000007,0.20400000000000063,328.0,27.0,1.2749999999999915,0.6110000000000007,0.3210000000000015,0.35900000000000176,307.0,7.0,0.0,5.0,16,27.0,7,13.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
RIC,RB F1 Team,15.0,5.122,1.971,2.4430000000000014,1.056000000000001,248.0,2.0,0.9279999999999973,0.5060000000000002,0.3309999999999995,0.25900000000000034,324.0,24.0,3.908999999999992,1.4269999999999996,1.1829999999999998,1.3150000000000013,300.0,9.0,0.0,12.0,13,34.0,6,11.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
OCO,Alpine F1 Team,16.0,1.3319999999999936,0.5599999999999987,0.8910000000000018,0.22900000000000276,266.0,1.0,1.3590000000000089,0.5229999999999997,0.588000000000001,0.41600000000000037,324.0,26.0,3.4740000000000038,1.1600000000000001,0.8960000000000008,1.2170000000000023,309.0,10.0,1.3319999999999936,5.0,17,11.0,8,14.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
BOT,Kick Sauber,17.0,0.8439999999999941,0.21600000000000108,0.6400000000000006,0.3360000000000021,290.0,2.0,1.5040000000000049,0.6149999999999984,0.6170000000000009,0.3550000000000004,326.0,24.0,1.6430000000000007,0.6110000000000007,0.3049999999999997,0.46799999999999997,320.0,8.0,0.0,0.0,21,0.0,10,15.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
ZHO,Kick Sauber,18.0,2.928999999999988,1.4480000000000004,1.3480000000000025,0.48100000000000165,235.0,1.0,1.2319999999999993,0.3810000000000002,0.5240000000000009,0.495000000000001,325.0,23.0,1.6430000000000007,0.6500000000000021,0.13500000000000156,0.8740000000000023,316.0,8.0,2.0849999999999937,0.0,19,0.0,10,18.666666666666668,0.3333333333333333,0,2024,15,Circuit Park Zandvoort
SAR,Williams,20.0,2.975999999999999,1.222999999999999,1.1560000000000024,0.9450000000000003,265.0,2.0,1.1159999999999997,0.4089999999999989,0.5399999999999991,0.33500000000000085,323.0,24.0,3.2830000000000013,0.8540000000000028,0.9789999999999992,1.1069999999999993,322.0,6.0,0.0,0.0,20,4.0,9,15.0,0.0,0,2024,15,Circuit Park Zandvoort
